,X,Y,Z,t,tt
0,630765.0489322012,4212503.170507558,415,4259465.636496047,586.8779964484274
1,630810.327737544,4212437.052084694,360,4259406.952541202,645.5619512926787
2,630821.6474388796,4212420.522478977,400,4259392.281661735,660.2328307600692
